YouTuber_ID,YouTuber_Name,Channel_Name,Country,Primary_Game,Secondary_Game,Subscribers,Total_Views,Video_Count,Avg_Views_Per_Video,Channel_Age_Years,Upload_Freq_Per_Week,Avg_Video_Length_Minutes,Likes_Per_Video_Avg,Comments_Per_Video_Avg,Engagement_Rate_Percent,Verified,Team_Affiliation,Content_Type,Language,Twitch,Instagram,Twitter,Contact_Email,Monetization_Est_USD_per_Month,Avg_Sponsor_Rate_USD,Top_Video_Title,Top_Video_Views,Last_Upload_Date,Peak_Concurrent_Viewers
YT101167,OfficialShadow2555,OfficialRogue8237Highlights,Japan,Sim Racing,Minecraft,7348,801905,300,2673,1,2,13,56,23,2.96,FALSE,Gen.G,Live Stream Clips,Hindi,twitch.tv/user1167,@insta72987,@tw45359,contact+1167@example.com,204.85,2.52,Top Moments 1167,16012,23-07-2025,611
YT101168,ProKing527,TheQueen1062TV,Canada,Dota 2,,7720,22903601,310,73882,6,2,13,1912,1056,4.02,FALSE,EVOS,Cosplay/Entertainment,English,twitch.tv/user1168,@insta18172,@tw73165,contact+1168@example.com,2191.9,3.51,Top Moments 1168,3641567,27-06-2025,72291
YT101169,FNGamer2844,GGRogue4543Gaming,Indonesia,Rocket League,Teamfight Tactics,11678,2334050,308,7578,1,1,13,641,202,11.12,FALSE,RRQ,Tutorials,Portuguese,twitch.tv/user1169,@insta38752,@tw81481,contact+1169@example.com,294.96,2.37,Top Moments 1169,184576,22-06-2025,2096
YT101170,GGStorm179,FNGamer6878Highlights,Malaysia,Mobile Legends,,10039,28315889,324,87394,9,2,22,5101,2499,8.7,FALSE,Team Liquid,Vlogs,Hindi,twitch.tv/user1170,@insta58424,@tw92364,contact+1170@example.com,906.69,2.98,Top Moments 1170,348233,19-06-2025,79766
YT101171,MrPlay6941,GGAce6639Highlights,Vietnam,Hearthstone,PUBG Mobile,4674,3745994,354,10581,2,2,2,366,173,5.09,FALSE,Dynamo,Match Highlights,German,twitch.tv/user1171,@insta92521,@tw90727,contact+1171@example.com,773.43,1.22,Top Moments 1171,195500,15-07-2025,7643
YT101172,MsRogue4228,MrNinja300Channel,USA,Hearthstone,Counter-Strike 2,3521,17981921,319,56369,11,2,6,1377,393,3.14,FALSE,NRG,Cosplay/Entertainment,Korean,twitch.tv/user1172,@insta64532,@tw93640,contact+1172@example.com,3038.28,0.72,Top Moments 1172,201792,16-06-2025,13667
YT101173,FNRogue5015,OGPlay1612Gaming,Malaysia,Overwatch,Esports News,2696,2102861,318,6612,2,7,16,237,75,4.72,FALSE,RRQ,Let's Play,Japanese,twitch.tv/user1173,@insta16915,@tw7822,contact+1173@example.com,867.58,1.21,Top Moments 1173,174063,07-05-2025,9522
YT101174,RealHunter2570,xAce2978Gaming,South Korea,Sim Racing,,892,2207420,329,6709,7,1,14,776,72,12.64,FALSE,Team Liquid,Interviews,Hindi,twitch.tv/user1174,@insta4783,@tw22068,contact+1174@example.com,266,0.21,Top Moments 1174,256262,04-07-2025,1419
YT101175,OfficialShadow8545,xStorm6080Clips,France,FIFA,,1902,987867,315,3136,2,3,14,290,34,10.33,FALSE,RRQ,Match Highlights,Spanish,twitch.tv/user1175,@insta83578,@tw52000,contact+1175@example.com,375.61,0.22,Top Moments 1175,150365,17-06-2025,2071
YT101176,MrStorm3472,OfficialFury4571Network,Brazil,CS:GO Classics,,500,1612150,312,5167,10,0.5,16,376,89,9,FALSE,Gen.G,Live Stream Clips,Japanese,twitch.tv/user1176,@insta80806,@tw84345,contact+1176@example.com,49.39,0.06,Top Moments 1176,219508,22-05-2025,6444
YT101177,MrWizard918,xGamer3056Network,Vietnam,Counter-Strike 2,Sim Racing,2546,1881467,323,5824,8,2,13,664,114,13.36,FALSE,Team Liquid,Cosplay/Entertainment,German,twitch.tv/user1177,@insta32365,@tw1693,contact+1177@example.com,127.67,0.26,Top Moments 1177,87449,05-07-2025,8542
YT101178,RealHunter3010,RealPlay481Esports,Vietnam,PUBG Mobile,,612,1644193,306,5373,6,2,9,440,43,8.99,FALSE,NRG,Match Highlights,English,twitch.tv/user1178,@insta94032,@tw12939,contact+1178@example.com,219.67,0.24,Top Moments 1178,100248,06-06-2025,1390
YT101179,GGWizard1265,xQueen6578Highlights,Turkey,Minecraft,Counter-Strike 2,509,1050015,267,3932,7,1,16,363,107,11.95,FALSE,Complexity,Live Stream Clips,Japanese,twitch.tv/user1179,@insta21758,@tw20048,contact+1179@example.com,133.62,0.25,Top Moments 1179,105958,15-07-2025,5646
YT101180,MsSniper5132,ProNinja8649Network,Malaysia,Sim Racing,Grand Theft Auto V,3975,1893791,318,5955,7,3,12,287,122,6.87,FALSE,BK,Game Guides,Japanese,twitch.tv/user1180,@insta41730,@tw62822,contact+1180@example.com,524.35,0.63,Top Moments 1180,207716,15-07-2025,3795
YT101181,MrPlay6234,MrAce3928Highlights,Pakistan,Counter-Strike 2,Apex Legends,27645,76956374,289,266285,6,2,9,21009,5307,9.88,FALSE,G2 Esports,Live Stream Clips,Hindi,twitch.tv/user1181,@insta73199,@tw79675,contact+1181@example.com,3261.33,2,Top Moments 1181,9944405,09-08-2025,108115
YT101182,TheAce6087,MsStorm1647Highlights,Canada,Esports News,Counter-Strike 2,12955,35002581,285,122816,10,10,16,4218,3645,6.4,FALSE,T1,Live Stream Clips,Portuguese,twitch.tv/user1182,@insta2792,@tw58065,contact+1182@example.com,14763.25,1.39,Top Moments 1182,5253950,12-07-2025,156065
YT101183,MrFury4423,GGHunter867Network,Turkey,Apex Legends,Mobile Legends,500,2424758,325,7460,11,3,16,450,154,8.1,FALSE,Team Liquid,Live Stream Clips,Russian,twitch.tv/user1183,@insta73384,@tw12552,contact+1183@example.com,464.92,0.19,Top Moments 1183,95363,04-07-2025,7723
YT101184,xShadow1275,ProFury2674TV,India,League of Legends,,611,2395362,289,8288,9,1,13,193,233,5.14,FALSE,Cloud9,Cosplay/Entertainment,German,twitch.tv/user1184,@insta54476,@tw9399,contact+1184@example.com,319.12,0.25,Top Moments 1184,61021,19-07-2025,2727
YT101185,OGWizard5497,ProQueen3304Plays,Russia,Teamfight Tactics,Apex Legends,13429,50409698,319,158024,9,1,22,6583,1921,5.38,FALSE,RRQ,Let's Play,Indonesian,twitch.tv/user1185,@insta13217,@tw35483,contact+1185@example.com,4140.96,2.78,Top Moments 1185,1662925,15-06-2025,158631
YT101186,ProFury4624,xWizard7320TV,Philippines,Dota 2,PUBG Mobile,618,335833,308,1090,7,0.5,20,29,11,3.67,FALSE,Independent Creator,Montages,Korean,twitch.tv/user1186,@insta30451,@tw30067,contact+1186@example.com,3.17,0.03,Top Moments 1186,51538,25-06-2025,1375
YT101187,TheRogue1745,GGPlay9704TV,France,PUBG Mobile,,2080,3017289,298,10125,9,1,18,595,181,7.66,FALSE,G2 Esports,Montages,Indonesian,twitch.tv/user1187,@insta15871,@tw49606,contact+1187@example.com,180.31,0.92,Top Moments 1187,84579,07-08-2025,9250
YT101188,xFury9784,FNWizard811Channel,India,PUBG Mobile,TFT,7187,31910031,334,95539,10,4,27,9965,1692,12.2,FALSE,BK,Esports Team Channel,German,twitch.tv/user1188,@insta61482,@tw11490,contact+1188@example.com,14003.54,0.65,Top Moments 1188,1653668,05-06-2025,61663
YT101189,ProGamer5065,xShadow4523Gaming,Malaysia,Battlefield,Call of Duty,633,863182,309,2793,3,7,11,161,29,6.8,FALSE,Fnatic,News/Analysis,Hindi,twitch.tv/user1189,@insta16396,@tw80826,contact+1189@example.com,434.3,0.08,Top Moments 1189,31832,01-07-2025,1334
YT101190,RealRogue3306,ProAce3439Gaming,Brazil,Minecraft,Grand Theft Auto V,3528,2710890,292,9283,3,1,9,957,208,12.55,FALSE,100 Thieves,Match Highlights,Hindi,twitch.tv/user1190,@insta85896,@tw5948,contact+1190@example.com,69.57,0.57,Top Moments 1190,67903,20-07-2025,10913
YT101191,ProFury4411,OfficialSniper1914Channel,Philippines,Battlefield,Teamfight Tactics,500,124009,329,376,1,2,17,32,2,9.04,FALSE,FaZe Clan,Live Stream Clips,English,twitch.tv/user1191,@insta21181,@tw95960,contact+1191@example.com,19.21,0.17,Top Moments 1191,10258,24-06-2025,270
YT101192,xWizard9254,RealShadow8133Official,Japan,League of Legends,,1138,732947,338,2168,5,2,10,153,48,9.27,FALSE,NRG,Let's Play,Filipino,twitch.tv/user1192,@insta66323,@tw51374,contact+1192@example.com,123.1,0.24,Top Moments 1192,43817,31-07-2025,2778
YT101193,ProWizard7927,xWizard7646Clips,USA,Minecraft,,4972,9661289,286,33780,4,3,12,1475,554,6.01,FALSE,Envy,Tutorials,Korean,twitch.tv/user1193,@insta94926,@tw53513,contact+1193@example.com,3151.48,0.35,Top Moments 1193,1245701,24-04-2025,40314
YT101194,ProAce5155,GGHunter747Live,Indonesia,Valorant,CS:GO Classics,500,145912,320,455,2,1,6,51,10,13.41,FALSE,BK,Game Guides,Indonesian,twitch.tv/user1194,@insta39254,@tw81473,contact+1194@example.com,7.32,0.2,Top Moments 1194,9482,12-07-2025,536
YT101195,xNinja139,xKing6357Gaming,Mexico,CS:GO Classics,TFT,6031,7377685,333,22155,9,7,16,563,375,4.23,FALSE,Gen.G,Montages,Portuguese,twitch.tv/user1195,@insta67698,@tw87006,contact+1195@example.com,4533.96,1.8,Top Moments 1195,635165,08-08-2025,27297
YT101196,OGGamer4627,TheGamer5813Gaming,Canada,Grand Theft Auto V,Overwatch,2888,3009250,300,10030,3,4,3,891,295,11.82,FALSE,100 Thieves,Interviews,German,twitch.tv/user1196,@insta93459,@tw69289,contact+1196@example.com,622.91,1.22,Top Moments 1196,415150,23-06-2025,9250
YT101197,MrRogue3193,FNGamer835Network,Malaysia,League of Legends,Apex Legends,7215,9193637,295,31164,8,7,11,2559,416,9.55,FALSE,Gen.G,Let's Play,German,twitch.tv/user1197,@insta36838,@tw38548,contact+1197@example.com,4958.91,0.57,Top Moments 1197,851397,07-07-2025,37816
YT101198,OGGamer6401,GGNinja1615Channel,South Korea,Valorant,Battlefield,4265,12089924,306,39509,6,1,12,2532,1168,9.36,FALSE,Gen.G,Let's Play,Russian,twitch.tv/user1198,@insta55459,@tw94271,contact+1198@example.com,185.78,2.04,Top Moments 1198,908462,08-07-2025,53037
YT101199,OGStorm1596,FNKing4668Official,Thailand,Minecraft,TFT,26439,7258582,291,24943,5,3,9,1098,165,5.06,FALSE,Independent Creator,News/Analysis,Japanese,twitch.tv/user1199,@insta64242,@tw79311,contact+1199@example.com,2115.26,2.55,Top Moments 1199,208105,14-06-2025,14747
YT101200,OGHunter8251,MsPlay8584Esports,Thailand,League of Legends,,3642,191529,299,640,1,4,2,40,14,8.44,FALSE,T1,Speedrun,Hindi,twitch.tv/user1200,@insta62894,@tw8531,contact+1200@example.com,45.11,1.1,Top Moments 1200,18464,28-06-2025,337
YT101201,xRogue2461,OGPlay5975Gaming,Philippines,Grand Theft Auto V,Fighting Games,1499,1662058,295,5634,4,4,2,604,92,12.35,FALSE,Dynamo,Speedrun,Portuguese,twitch.tv/user1201,@insta32946,@tw23973,contact+1201@example.com,662.12,0.43,Top Moments 1201,38068,25-07-2025,4486
YT101202,ProWizard6261,ProKing1974Live,Philippines,Hearthstone,PUBG Mobile,3625,2932205,312,9398,3,0.5,8,974,240,12.92,FALSE,EVOS,Vlogs,Korean,twitch.tv/user1202,@insta60871,@tw84924,contact+1202@example.com,181.93,1.64,Top Moments 1202,66112,01-08-2025,8633
YT101203,MsWizard613,xFury7169Highlights,Mexico,Rainbow Six Siege,Sim Racing,7110,878183,321,2735,1,10,15,312,67,13.86,FALSE,Complexity,Speedrun,Russian,twitch.tv/user1203,@insta73255,@tw65797,contact+1203@example.com,189.23,2.15,Top Moments 1203,64701,26-07-2025,647
YT101204,OfficialStorm2483,OGFury5533TV,Vietnam,Minecraft,Grand Theft Auto V,3223,10540517,299,35252,12,7,14,1790,881,7.58,FALSE,RRQ,Speedrun,Hindi,twitch.tv/user1204,@insta19958,@tw58536,contact+1204@example.com,8621.6,0.57,Top Moments 1204,949378,06-07-2025,15380
YT101205,MsShadow1529,GGStorm1956TV,Malaysia,TFT,Grand Theft Auto V,3180,3740435,319,11725,5,1,12,688,86,6.6,FALSE,Dynamo,Game Guides,German,twitch.tv/user1205,@insta51277,@tw2403,contact+1205@example.com,145.08,0.4,Top Moments 1205,443596,10-08-2025,2683
YT101206,RealFury2308,ProSniper2728Plays,Indonesia,FIFA,,969,2620069,294,8911,6,3,7,194,227,4.72,FALSE,Dynamo,Live Stream Clips,Korean,twitch.tv/user1206,@insta25983,@tw27438,contact+1206@example.com,339.97,0.16,Top Moments 1206,213091,03-08-2025,8289
YT101207,TheRogue8460,GGRogue7269TV,Mexico,Rocket League,League of Legends,1032,111795,298,375,2,2,14,42,3,12,FALSE,100 Thieves,Live Stream Clips,Japanese,twitch.tv/user1207,@insta79561,@tw87099,contact+1207@example.com,9.1,0.18,Top Moments 1207,11935,18-06-2025,450
YT101208,FNKing8574,GGQueen57Esports,Philippines,Esports News,Valorant,500,733982,329,2230,3,7,2,118,12,5.83,FALSE,OpTic,Vlogs,Filipino,twitch.tv/user1208,@insta67616,@tw68915,contact+1208@example.com,139.72,0.07,Top Moments 1208,102916,18-07-2025,2841
YT101209,OGSniper2150,MsStorm7668TV,Vietnam,Esports News,PUBG Mobile,48987,178349135,295,604573,11,4,2,36526,6313,7.09,FALSE,No Affiliation,Vlogs,Filipino,twitch.tv/user1209,@insta98818,@tw38487,contact+1209@example.com,26746.81,7.61,Top Moments 1209,28487926,05-07-2025,559822
YT101210,OGNinja5904,FNGamer922Gaming,Malaysia,Hearthstone,Rainbow Six Siege,500,354988,323,1099,6,1,11,121,18,12.65,FALSE,No Affiliation,Tutorials,Japanese,twitch.tv/user1210,@insta18892,@tw26525,contact+1210@example.com,33.77,0.22,Top Moments 1210,16119,27-04-2025,278
YT101211,FNPlay7060,RealSniper1835Highlights,China,Overwatch,Grand Theft Auto V,983,279337,305,915,4,0.5,9,66,21,9.51,FALSE,Complexity,Cosplay/Entertainment,Portuguese,twitch.tv/user1211,@insta10150,@tw5405,contact+1211@example.com,14.49,0.43,Top Moments 1211,21863,23-05-2025,885
YT101212,ProQueen6351,MrShadow6992Clips,Mexico,Fighting Games,League of Legends,944,2482085,295,8413,9,1,18,644,88,8.7,FALSE,OpTic,Interviews,Japanese,twitch.tv/user1212,@insta37208,@tw79579,contact+1212@example.com,324.78,0.27,Top Moments 1212,231311,31-07-2025,6050
YT101213,RealFury9944,ProRogue8389Live,China,PUBG Mobile,Rainbow Six Siege,12479,9714937,327,29709,5,0.5,13,1117,232,4.54,FALSE,Sentinels,Game Guides,German,twitch.tv/user1213,@insta55387,@tw67918,contact+1213@example.com,114.91,5.76,Top Moments 1213,696817,06-07-2025,38724
YT101214,xStorm9289,xGamer7701Channel,Vietnam,Call of Duty,Call of Duty,1859,1379560,302,4568,4,1,22,319,96,9.08,FALSE,Fnatic,Cosplay/Entertainment,English,twitch.tv/user1214,@insta45548,@tw68608,contact+1214@example.com,43.03,0.52,Top Moments 1214,220371,15-05-2025,3327
YT101215,MsShadow245,TheStorm3323Esports,Spain,TFT,,21947,7036624,318,22127,2,3,9,2474,654,14.14,FALSE,100 Thieves,Cosplay/Entertainment,Hindi,twitch.tv/user1215,@insta67550,@tw92547,contact+1215@example.com,2380.76,7.02,Top Moments 1215,352612,10-08-2025,25084
YT101216,TheGamer5072,FNGamer9636Esports,Turkey,Call of Duty,Mobile Legends,1014,2084241,324,6432,6,4,15,488,128,9.58,FALSE,Gen.G,Esports Team Channel,Filipino,twitch.tv/user1216,@insta36018,@tw31365,contact+1216@example.com,625.83,0.5,Top Moments 1216,173173,31-07-2025,2914
YT101217,GGPlay1429,MrNinja7883Live,USA,Esports News,,4658,13931520,327,42604,10,2,10,1938,949,6.78,FALSE,T1,News/Analysis,Hindi,twitch.tv/user1217,@insta1336,@tw81634,contact+1217@example.com,2013.15,1.02,Top Moments 1217,342310,03-05-2025,59660
YT101218,MsShadow7452,MsGamer1977Live,South Korea,PUBG Mobile,,783,133248,292,456,2,3,20,10,8,3.95,FALSE,BK,Game Guides,German,twitch.tv/user1218,@insta38072,@tw23214,contact+1218@example.com,43.49,0.26,Top Moments 1218,14698,31-07-2025,266
YT101219,OGStorm4844,GGFury7949Live,USA,Fortnite,,92248,317632306,304,1044843,12,1,11,56035,25659,7.82,FALSE,RRQ,Speedrun,Hindi,twitch.tv/user1219,@insta96164,@tw89345,contact+1219@example.com,24979.01,33.01,Top Moments 1219,18548196,13-07-2025,216846
YT101220,TheShadow4590,OGPlay3715TV,Japan,Hearthstone,Valorant,500,1421123,318,4468,7,2,17,345,131,10.65,FALSE,RRQ,Speedrun,Portuguese,twitch.tv/user1220,@insta40132,@tw5726,contact+1220@example.com,55.74,0.16,Top Moments 1220,181698,14-07-2025,1367
YT101221,FNBlade5790,ProSniper6869Network,Pakistan,Rainbow Six Siege,,4893,1270284,293,4335,3,4,6,105,80,4.27,FALSE,RRQ,Live Stream Clips,Portuguese,twitch.tv/user1221,@insta77931,@tw48151,contact+1221@example.com,630.66,0.94,Top Moments 1221,35798,25-07-2025,2159
YT101222,xShadow2936,GGPlay1738Plays,Vietnam,Call of Duty,Minecraft,8217,33307139,290,114852,9,2,10,9300,1770,9.64,FALSE,No Affiliation,Montages,Spanish,twitch.tv/user1222,@insta77011,@tw32359,contact+1222@example.com,2026.21,3.82,Top Moments 1222,5079886,21-06-2025,47678
YT101223,MsNinja7754,ProStorm4699TV,Turkey,Call of Duty,Counter-Strike 2,5779,19721518,326,60495,11,2,11,4376,1603,9.88,FALSE,Cloud9,Tutorials,Russian,twitch.tv/user1223,@insta87499,@tw86854,contact+1223@example.com,2575.29,2.62,Top Moments 1223,1369868,06-07-2025,27077
YT101224,OfficialGamer7243,GGAce8996Channel,Vietnam,Roblox,,2216,5293813,308,17187,5,1,20,1690,502,12.75,FALSE,TSM,Esports Team Channel,Russian,twitch.tv/user1224,@insta65178,@tw1037,contact+1224@example.com,294.3,1.06,Top Moments 1224,370401,25-04-2025,16379
YT101225,TheShadow9319,OGGamer5766Clips,Canada,Sim Racing,TFT,2421,2259539,306,7384,8,3,2,169,60,3.1,FALSE,BK,News/Analysis,Hindi,twitch.tv/user1225,@insta20476,@tw21636,contact+1225@example.com,383.57,0.54,Top Moments 1225,285347,21-05-2025,6020
YT101226,MsAce5956,MsPlay8201Network,Indonesia,FIFA,PUBG Mobile,3197,17481665,317,55147,11,5,10,5409,1072,11.75,FALSE,RRQ,Match Highlights,Hindi,twitch.tv/user1226,@insta59529,@tw12382,contact+1226@example.com,3924.27,1.44,Top Moments 1226,910244,19-04-2025,62077
YT101227,OfficialHunter6702,ProAce2781Gaming,Japan,FIFA,CS:GO Classics,2356,4805148,316,15206,6,2,10,1096,377,9.69,FALSE,Envy,Tutorials,Filipino,twitch.tv/user1227,@insta71592,@tw37167,contact+1227@example.com,1169.61,0.79,Top Moments 1227,656254,18-04-2025,18664
YT101228,FNKing2114,OfficialKing4804Network,Thailand,Rocket League,TFT,13935,51064371,293,174281,12,1,2,9943,3195,7.54,FALSE,NRG,Tutorials,Indonesian,twitch.tv/user1228,@insta64483,@tw53354,contact+1228@example.com,1224.85,6.94,Top Moments 1228,2668862,21-07-2025,151919
YT101229,MsBlade8397,RealGamer2212Channel,Mexico,Overwatch,,102419,288694407,272,1061376,10,5,9,123690,16164,13.18,FALSE,BK,Game Guides,Indonesian,twitch.tv/user1229,@insta46236,@tw47285,contact+1229@example.com,174540.44,49.49,Top Moments 1229,39392221,26-06-2025,1030331
YT101230,FNBlade6123,RealHunter3052Plays,Vietnam,Minecraft,Fighting Games,1221,592375,289,2049,8,1,3,73,43,5.66,FALSE,TSM,News/Analysis,Korean,twitch.tv/user1230,@insta44573,@tw88773,contact+1230@example.com,37.15,0.06,Top Moments 1230,9591,25-04-2025,2476
YT101231,xKing6770,ThePlay1992Plays,South Korea,Esports News,,500,2600606,318,8178,11,2,2,606,96,8.58,FALSE,RRQ,Vlogs,Russian,twitch.tv/user1231,@insta73340,@tw52792,contact+1231@example.com,96.42,0.14,Top Moments 1231,291520,15-07-2025,2591
YT101232,GGSniper4307,MrWizard624Live,Vietnam,FIFA,,2588,10552751,297,35531,12,1,10,1851,487,6.58,FALSE,EVOS,Live Stream Clips,English,twitch.tv/user1232,@insta72228,@tw54143,contact+1232@example.com,875.1,0.76,Top Moments 1232,518975,24-07-2025,27151
YT101233,ProWizard935,MrWizard6266Clips,Malaysia,Dota 2,,184893,50604429,280,180730,3,7,10,13147,5387,10.26,FALSE,FaZe Clan,Esports Team Channel,Indonesian,twitch.tv/user1233,@insta50441,@tw77818,contact+1233@example.com,22011.93,104.87,Top Moments 1233,6668339,09-08-2025,160296
YT101234,RealQueen9189,GGBlade7470Live,Philippines,Teamfight Tactics,,823,146728,347,422,3,4,11,31,8,9.24,FALSE,OpTic,Tutorials,Indonesian,twitch.tv/user1234,@insta60682,@tw27255,contact+1234@example.com,20.16,0.19,Top Moments 1234,17592,04-07-2025,412
YT101235,ProStorm1726,OfficialHunter7736Plays,Pakistan,Call of Duty,Fighting Games,41051,14953368,297,50348,5,3,14,1457,1350,5.58,FALSE,No Affiliation,Cosplay/Entertainment,Indonesian,twitch.tv/user1235,@insta43176,@tw68861,contact+1235@example.com,2618.33,6.11,Top Moments 1235,512634,23-07-2025,45577
YT101236,OfficialHunter2593,ProHunter7250Clips,Thailand,Minecraft,Battlefield,43665,155731616,315,494386,11,3,7,42573,12455,11.13,FALSE,RRQ,Cosplay/Entertainment,Russian,twitch.tv/user1236,@insta25727,@tw3014,contact+1236@example.com,58104.52,16.54,Top Moments 1236,4952426,05-07-2025,324326
YT101237,FNHunter1196,OGShadow7159Live,France,Counter-Strike 2,Valorant,1229,4010312,317,12650,10,3,23,1055,269,10.47,FALSE,BK,Speedrun,Filipino,twitch.tv/user1237,@insta92422,@tw97590,contact+1237@example.com,1198.2,0.36,Top Moments 1237,477697,02-06-2025,7257
YT101238,RealHunter7574,FNQueen1940Clips,USA,League of Legends,,7408,6108272,309,19767,3,1,12,1916,514,12.29,FALSE,Fnatic,Cosplay/Entertainment,Japanese,twitch.tv/user1238,@insta32300,@tw93225,contact+1238@example.com,662.56,0.72,Top Moments 1238,200748,29-07-2025,15280
YT101239,xBlade7633,RealWizard5975Esports,USA,Battlefield,Counter-Strike 2,40353,60705316,299,203027,8,4,20,5901,2472,4.12,FALSE,No Affiliation,News/Analysis,Japanese,twitch.tv/user1239,@insta75946,@tw9993,contact+1239@example.com,18612.22,3.84,Top Moments 1239,596627,18-06-2025,58180
YT101240,MsKing8768,TheShadow5274Clips,Spain,Hearthstone,,1625,4700868,316,14876,10,2,2,739,311,7.06,FALSE,OpTic,Live Stream Clips,Filipino,twitch.tv/user1240,@insta51196,@tw12818,contact+1240@example.com,435.48,0.65,Top Moments 1240,73765,15-04-2025,12086
YT101241,MsShadow1407,ProQueen1892Clips,Philippines,Dota 2,Valorant,2152,7291040,319,22855,12,3,7,1942,451,10.47,FALSE,Fnatic,Esports Team Channel,Filipino,twitch.tv/user1241,@insta31613,@tw73036,contact+1241@example.com,1627.4,0.67,Top Moments 1241,74333,14-07-2025,33263
YT101242,TheQueen1776,MrNinja2379Official,Mexico,Mobile Legends,Counter-Strike 2,1175,552127,334,1653,8,0.5,16,55,33,5.32,FALSE,NRG,Game Guides,German,twitch.tv/user1242,@insta54841,@tw38289,contact+1242@example.com,19.54,0.33,Top Moments 1242,75306,13-07-2025,446
YT101243,MrGamer7097,MrShadow73TV,France,Rocket League,Apex Legends,587,207928,325,639,2,1,11,56,5,9.55,FALSE,OpTic,Game Guides,Japanese,twitch.tv/user1243,@insta6720,@tw96176,contact+1243@example.com,5.97,0.09,Top Moments 1243,27813,09-06-2025,254
YT101244,RealHunter5386,MsAce3565Network,Brazil,Roblox,,1054,935109,319,2931,12,3,6,75,34,3.72,FALSE,Fnatic,Live Stream Clips,English,twitch.tv/user1244,@insta42704,@tw74284,contact+1244@example.com,244.72,0.2,Top Moments 1244,84000,08-08-2025,2988
YT101245,xBlade5611,RealBlade761Official,Canada,Fighting Games,,500,910139,304,2993,4,2,2,160,36,6.55,FALSE,FaZe Clan,Live Stream Clips,Russian,twitch.tv/user1245,@insta98609,@tw77406,contact+1245@example.com,192.31,0.21,Top Moments 1245,79589,14-07-2025,3350
YT101246,FNSniper3484,GGGamer4228Network,Russia,Hearthstone,,3148,11847511,322,36793,10,1,16,3851,737,12.47,FALSE,T1,Live Stream Clips,Russian,twitch.tv/user1246,@insta62993,@tw46625,contact+1246@example.com,874.24,0.55,Top Moments 1246,504289,16-05-2025,30091
YT101247,MsShadow4561,TheNinja3472Highlights,USA,Valorant,TFT,869,432980,314,1378,1,1,16,134,40,12.63,FALSE,EVOS,Vlogs,Japanese,twitch.tv/user1247,@insta93435,@tw46544,contact+1247@example.com,25.2,0.11,Top Moments 1247,35785,06-06-2025,1917
YT101248,MsAce8931,xWizard8818Gaming,India,League of Legends,CS:GO Classics,4333,3223354,285,11310,4,3,13,955,326,11.33,FALSE,TSM,Esports Team Channel,Spanish,twitch.tv/user1248,@insta50968,@tw37242,contact+1248@example.com,916.06,1.5,Top Moments 1248,528181,19-04-2025,9344
YT101249,TheSniper2385,RealWizard2244TV,Malaysia,Call of Duty,Overwatch,500,2671911,315,8482,12,1,9,907,90,11.75,FALSE,Dynamo,Game Guides,English,twitch.tv/user1249,@insta51604,@tw30661,contact+1249@example.com,197.99,0.2,Top Moments 1249,249116,10-07-2025,2902
YT101250,RealBlade9310,OfficialRogue4798Esports,France,Fortnite,,5061,17891235,304,58852,11,2,5,5351,742,10.35,FALSE,RRQ,Vlogs,Hindi,twitch.tv/user1250,@insta87991,@tw80477,contact+1250@example.com,822.89,0.65,Top Moments 1250,278233,01-08-2025,48416
YT101251,ProWizard6231,GGShadow3611Live,Brazil,Dota 2,Dota 2,11312,11488758,324,35459,4,3,12,2550,209,7.78,FALSE,No Affiliation,Game Guides,English,twitch.tv/user1251,@insta86461,@tw26496,contact+1251@example.com,1859.54,1.85,Top Moments 1251,133901,22-07-2025,30818
YT101252,ProGamer5923,ProAce4939Plays,Vietnam,Grand Theft Auto V,,500,750789,294,2553,10,2,4,301,38,13.28,FALSE,Sentinels,Interviews,Portuguese,twitch.tv/user1252,@insta20936,@tw60606,contact+1252@example.com,190.7,0.03,Top Moments 1252,111888,19-06-2025,1933
YT101253,MrSniper3497,xQueen6965TV,Turkey,Apex Legends,League of Legends,5423,18657767,294,63461,9,5,7,5678,1641,11.53,FALSE,Cloud9,Match Highlights,Russian,twitch.tv/user1253,@insta65923,@tw53947,contact+1253@example.com,1971.85,0.34,Top Moments 1253,787846,03-08-2025,88144
YT101254,ProFury376,FNGamer1223Highlights,Indonesia,Apex Legends,Counter-Strike 2,21253,29129149,348,83704,3,1,20,6707,2334,10.8,FALSE,100 Thieves,Cosplay/Entertainment,Filipino,twitch.tv/user1254,@insta5852,@tw76354,contact+1254@example.com,1190.07,1.59,Top Moments 1254,186605,12-06-2025,68888
YT101255,MrNinja4130,ProBlade3746Channel,France,Mobile Legends,,500,155888,334,466,2,7,2,28,5,7.08,FALSE,Sentinels,Esports Team Channel,Indonesian,twitch.tv/user1255,@insta17547,@tw1609,contact+1255@example.com,113.64,0.04,Top Moments 1255,17568,12-06-2025,512
YT101256,TheShadow2323,ProStorm1654Live,South Korea,Minecraft,,43309,50252769,304,165305,9,4,16,18223,1924,12.19,FALSE,Independent Creator,Interviews,Japanese,twitch.tv/user1256,@insta66836,@tw35223,contact+1256@example.com,2676.67,17.33,Top Moments 1256,6831371,13-05-2025,142366
